filename,id_number,hyphenated_code,field1,field2,field3,field4,field5,field6
000406,11511B,3-DR-90,3VP,SERVANOLOL SERVIPROFEN,SERVIDRAT SERVICILLIN,SERVAMOX,A103,
0001885,117941,2-OR-91,PATIENT PH,MANN ZAHN SCHMERZ,ZAHNSCHMERZEN,,A1B1,
0001723,10854B,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,NEUARTIGE DARREICHUNGSFORME,,D/88,A1A7
000539,117595,2-OR-91,BRADORAL PH,PATIENT GESICHT MANN HALS,SCHMERZ,,A2A2,
0001886,117943,2-OR-91,PATIENT PH,MANN ZAHN SCHMERZ,ZAHNSCHMERZEN,,A1B1,
000690,110661,3-DR-90,ESTRADERM TTS PH,PACKUNGEN ESTRADERM 50,,P/15636,A2A5,
0001063,110960,3-OR-90,LOPRESOR PH,TABLETTE HALBIERT,DARREICHUNGSFORM,P/15518,,A2B1
000553,117449,3-DR-90,BRADORAL PH,PACKUNGEN 0.5 AEGYPTEN,AEGYPTISCH 20 PASTILLEN,D/90,A2A2,
0001960,117518,2-DR-90,PATIENT PH,GESICHT MANN HALS SCHMERZ,DETAILING AID,,AIBI,
0001131,111036,3-DR-90,MB-COMBI PH,PACKUNG BLISTER,,S/VILLIGER,D/B9,A2B2
000872,117320,3-OR-90,HEMERAN PH CH DTC,PACKUNGEN LOTION CREME,30G 120ML,,A2A8,
0001213,111097,2-OS-90,NICOTINELL TTS PH,MANN ZIGARETTE RAUCHEN,PORTRAIT PROFIL,P/32789,D/89,A783
000905,111810,3-DU-90,HEMERAN PH CH OTC,VK-STELLER,,! P/34357,! D/90,! A2AB
0001893,117950,2-OR-91,PATIENT PH,MANN ZAHN SCHMERZ,ZAHNSCHMERZEN,,A1B1,
000540,110537,2-OR-90,BRADORAL PH SAUDI-ARABIEN,POSTKARTE ISLAND MANN OKKER,KAPUZE WOLLE HANDSCHUHE,P/32930,D/88,AZAZ
000804,110734,3-DU-90,GLY-CORAMIN PH CH OTC,PACKUNGEN,,D/90,A2A7,
0001864,117960,2-OR-91,PATIENT PH,MANN RUECKEN SCHMERZ,RUECKENSCHMERZEN,,A1B1,
0001114,111004,3-DR-90,LUDIOMIL PH,PACKUNGEN LUDIOMIL 25,30 TABLETTEN,,A2B1,
00080,108676,2-QR-89,PH PRODUKTION K-640,SPEZIALKESSEL R26,,F/HAEFLIGER,D/87,AICI
0001734,108557,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,NEUARTIGE DARREICHUNGSFORME,MITARBEITERIN,D/88,A1A7
0001780,114860,2-DR-90,PATIENT PH,GESICHT MANN HALS SCHMERZ,DETAILING AID,0/87,A1B1,
000550,112264,3-DR-90,BRADORAL PH,KOPF BLAU ORANGE STANDARD,CARD SAUDI ARABIEN,! P/42110 Q/NDF,! D/90,! A2A2
000731,110677,3-DR-90,EURAX PHI,SAUDI ARABIEN DETAILING,AID PACKUNG LOTION,P/31563,A2A5,
0001085,110974,2-DR-90,LUDIOMIL PH,FRAU FENSTER AUGEN KLAR,PORTRAIT TRAURIG,P/10269,,AZR1
0001511,108444,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,MITARBEITER,,D/88,A1A7
000287,115177,1-DR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,MITARBEITERIN,,A1C4,
0001331,111269,3-DU-90,OTRINOL PH,SELF MEDICATION SAUDI,ARABIEN DOKUMENTATION,,D/87 88,A2R4
0001039,110941,3-DR-90,LOPRESOR PH,HERZ HAND FUELLFEDER,WOLKEN,S/VILLIGER Q/NDF,D/89,A281
0001967,114994,2-DR-90,ARZT. PATIENT + SUJET PH,ARM PATIENTIN ARZT SPRITZE,,,A1B1,
0001407,117601,3-DR-91,OTRIVIN PH,PACKUNGEN NASENTROPFEN,KINDER ERWACHSENE,! P/42218 AEGYPTISCH,! D/91,! A2B4
0001735,108534,2-0R-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,NEUARTIGE DARREICHUNGSFORME,,| D/88,| A1A7
0001832,114861,2-OR-90,PATIENT PH,GESICHT KANN HALS SCHMERZ,DETAILING AID,! D/87,! AIBI,
000394,115124,3-DR-90,SVP,PZA 500 INH 300 SERVAMBUTOL,400 TABLETTEN TROPISCHE,KRANKHEITEN,A1D3,
00068,108674,2-DR-89,PH. PRODUKTION K-640,KESSEL BLAD ROEHREN,MITARBEITER,| F/HAEFLIGER,| D/K7,| AICI
0001821,114878,2-DR-90,PATIENT PH,FRAU GYMNASTIK BALL SITZEN,RUECKEN,,,A1B1
000246,115216,1-OR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,MITARBEITER ANALYSE KAPSELN,,,A1C4
0001372,116640,3-DU-90,OTRIVIN PH,PACKUNG NASEN SPRAY KINDER,ISRAEL,P/42177 S/BUEHLER,D/90,A284
0001064,117298,3-DR-90,LOPRESOR PH,DARREICHUNGSFORM,TABLETTE HALBIERT,,A281,
0001642,110890,2-DR-90,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,STERILE DARREICHUNGSFORMEN,MITARBEITERIN,D788,A1A7
0001439,111375,3-DR-90,DTRIVIN PH CH OTC,GAMME PACKUNGEN,,D/89,A2B4,
0001411,111289,3-OR-90,OTRIVIN PH,PACKUNGEN NASENTROPFEN 10,ML,,A2B4,
000187,115201,1-DR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,ROHSTOFFE,,AIC4,
000612,110613,3-DR-90,CIBALGIN GANME PH CH OTC,PACKUNGEN TEMPEL,,,A2A3,
0001245,111124,2-OR-90,NITRODERM TTS PH,MANN OBERKOERPER NACKT,BLAU ROT PFLASTER,,AZB3,
0001115,111005,3-OR-90,LUDIOMIL PH,PACKUNGEN LUDIOMIL 25,50 TABLETTEN,,A2B1,
0001567,108415,2-DR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,D/BB,A1A7,
0001655,110895,2-DR-90,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,STERILE DARREICHUNGSFORMEN,MITARBEITERIN AMPULLEN,D/88,A1A7
000148,106995,2-OR-88,PH PRODUKTION,WSH-2112,ROEHREN,F/MACK,D/88,AIC3
0001309,111258,3-OR-90,NUPERCAINAL PH,SAUDI ARABIEN 89,DOKUMENTATION,! S/BUEHLER,! D/89,! A2B3
00010,115005,2-OR-90,ARZT. PATIENT + SUJET PH,PATIENTIN ARZT OHREN,UNTERSUCHUNG,,A1B1,
0001087,110979,1-DR-90,LUDIOMIL PH,WINTER STRASSE,,,A2B1,
000248,115218,I-OR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,ANALYSE,A1C4,,
0001932,117920,Z-08-91,PATIENT PH,FRAU BAUCH SCHMERZ,BAUCHSCHMERZEN,,A1R1,Z-08-91 117920
0001164,111066,3-DR-90,MONASPOR PH,PACKUNGEN IV IM 0.5G 16 26,GAME,,A2B2,
0001076,110970,3-QR-90,LUDIOMIL PH,DELPHIN,,I Q/NOF,I D/88,I A2B1
0001158,111046,3-OR-90,MODULAN RH,KNETMASSE LEPRA GRIP-AID,,P/50815,D/88,A2BZ
0001168,111078,2-OR-90,NICOTINELL TTS PH,FRAU LENDE PFLASTER PINK,BIKINI,,D/89,A2B3
000277,115159,1-OR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,ANALYSE,,AIC4,
000825,116634,3-DR-90,GLYVENOL PH,PACKUNG SUPPOSITORIEN,FRANZOESISCH,S/RUEHLER,D/90,A2A7
0001047,110951,1-0R-90,LOPRESOR PH,MAENNER ARZT KITTEL WEISS,BRILLEN BESPRECHUNG,,A2B1,
0001369,119333,3-OR-91,OTRIVIN PH,DUBAI 91 GAMME SAUDI,ARABIEN,,D/91,AZB4
000354,115075,1-DR-90,SVP,PRODUKTION,MASCHINE,,,A1D2
0001983,114999,1-DR-90,ARZT. PATIENT + SUJET PH,ARZT BLUTDRUCKMESSER,PATIENT,,AIBI,
0001368,118793,3-OR-91,OTRIVIN PH,SAUDI ARABIEN PACKUNGEN,GEL NASENGEL,D/91,,A2B4
000395,115126,3-DR-90,BVP,PACKUNGEN SERVIPROFEN,SERVICILLIN SERVIDOXYNE,SERVIXOL SERVANOLOL,SERVISPOR SERVIDRAT,AIO3
000127,106990,2-DR-88,PH PRODUKTION,WSH-2112 ABFUELLEN,LOESUNGSMITTEL MITARBEITER,! SCHUTZBEKLEIDUNG,! F/MACK D/88,! AIC3
000602,118B07,2-OR-91,CIBALGIN PH,SAUDI ARABIEN 91 MANN,KOPF SCHMERZEN,P/42236,D/91,AZA3
0001231,111109,3-OR-90,NITRODERM TTS PH,SAUDI ARABIEN DETAILING AID,AUTOFAHRER,P/32553,Q/NOF D/88,AZ83
000389,115115,3-OR-90,SVP,PACKUNGEN SERVIDRAT,SERVIPROFEN SERVICILLIN,SERVAMOX SERVIDOXYNE,SERVANOLOL,AID3
000975,113157,3-OR-90,LOCACORTEN PH,SAUDI ARABIA PERSONALITY,SMOKING HERRENANZUG S/W,P/32952,A2B1,
000349,115081,1-DR-90,SVP,PRODUKTION VERPACKUNG,MASCHINE MITARBEITERIN,,A1D2,
0001010,110935,3-DR-90,LOCASALEN PH,PACKUNGEN SALBE TUBE 15 G,,,A2B1,
0001024,117337,2-OR-90,LOGROTON PH,TABLETTE AUFLOESUNG,,,A2B1,
000992,111537,2-OR-90,RENGASIL PH,MANN TRAININGSANZUG STUHL,STOCK WARTEZIMMER FUSS,,A2C1,
000467,116673,2-OR-90,SVP PACKUNGEN,APOTHEKE APOTHEKERIN,FRAU,|,A103,
0001077,110969,3-DR-90,LUDIOMIL PH,DELPHIN,,! Q/NOF,! D/B8,! A2B1
000772,118405,3-OR-91,FORTISAN PH,SAUDI ARABIEN ZITRONE,,Q/NOF,D/B7,A2A6
000917,110785,2-DR-90,INSIDON PH,FRAU MANN WALD HUETE GRUEN,JACKEN WANDERN,,AZA9,
0001756,108533,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,NEUARTIGE DARREICHUNGSFORME,I,I D/88,I A1A7
0001646,108437,2-DR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,TABLETTEN MITARBEITER,FESTE DARREICHUNGSFORM,D/BB,A1A7
000412,115115,3-DU-90,SVP,PACKUNGEN SERVIDRAT,SERVIPROFEN SERVICILLIN,I SERVAMOX SERVICOXYNE,I SERVANOLOL,I A103
000863,111816,3-DR-90,HEMERAN PH CH OTC,SCHAUFENSTER 90,,! P/34338,! D/90,! AZAB
000501,121796,3-OR-92,ANAFRANIL PH,SUJET GRAFIK,DRAGEES,,A2A1,
0001531,108351,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,,D/88,A1A7
0001061,110963,3-DR-90,LOPRESOR PH,TABLETTEN HALBIERT,DARREICHUNGSFORM,,A2B1,
0001627,108374,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,TABLETTEN,D/88,A1A7
000916,110780,1-0R-90,INH PH CIBA,TUBERKULOSE TEILBARE,TABLETTE 100MG,,A2A9,1-0R-90 110780
0001381,111370,3-OR-90,OTRIVIN PH,NASENTROPFEN ROT 10 ML,ERWACHSENE PACKUNGEN,,A2B4,
0001535,108367,2-DR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,! CELLULOSE FAESSER ORANGE,! D/8B,! A1A7
0001545,108361,2-QR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,D/88,A1A7,
0001166,111067,3-DU-90,NEO-CISALGIN PH CH OTC,PACKUNG 10 TABLETTEN,,!,! D/89,! A2B3
0001707,108512,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,UEBRIGE DARREICHUNGSFORMEN,! MITARBEITERIN TUBEN SALBE,D/88,A1A7
0001223,120B40,3-DR-91,PH NICOTINELL TTS,ZIGARETTE,,,A283,
000388,115114,3-DR-90,SVP,PACKUNGEN SERVIDORAT,SERVIZOL SERVIDOXYNE,! SERVIDORAT SERVICILLIN,! A103,
0001775,11493B,1-DR-90,PATIENT PH,FRAUEN ALT SPAZIEREN,GEHSTEIG STEINHAUER,,,AIBI
000219,115238,1-DR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,DRAGEES,,A1C4,
0001000,110928,3-DR-90,LOCASALEN PH,PAPIER EXZEM,,,A2B1,
0001901,117890,2-OR-91,PATIENT PH,,MANN HUSTEN,A1B1,,
0001339,111595,I-DR-90,OTRINOL PH,NACHT STRASSE AUTOFAHREN,SICHT VERSCHWOMMEN,P/42101 D/N,D/88 S/SCHEIDEGGER,A2B4
000783,110707,3-OR-90,FORTISAN PH,PACKUNGEN DOSE ORANGE,DRINK SAUDI ARABIEN,P/31274,D/87,A2A6
000207,115168,1-OR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,,,AIC4,
0001991,116665,2-OR-90,ARZT PATIENT,KIND SCHWARZ KINDERARZT,UNTERSUCHUNG MANN,,AIBI,
0001283,111112,3-DR-90,NITRODERM TTS PH,PFLASTER,,,Q/NOF,A2B3
000503,121798,3-DR-92,ANAERANIL PH,SUJET MENSCHEN,,,A2A1,
000409,115122,3-DU-90,SVP,SERVITROCIN 500 AMPULLEN,SERVISTREN 1000 250,SERVISPOR KAPSELN,A103,
0001327,111267,3-DU-90,OTRINOL PH,SELF MEDICATION SAUDI,ARABIEN DOKUMENTATION,,D/87 88,A2B4
000792,110716,3-DR-90,FORTISAN PH,PACKUNGEN DOSE OLIVE GRUEN,HERBAL DRINK LAXATIVE,P/31274,D/87,A2A6
0001980,115004,1-DR-90,ARZT. PATIENT + SUJET PH,ARZT PATIENT ROENTGENBILD,BECKEN,,A1B1,
000796,110720,3-DR-90,FORTISAN PH,DOKUMENTATION ENGLISCH,SAUDI ARABIEN,P/31274,D787,A2A6
000524,117164,1-OR-90,AREDIA PH,LERNMANUAL KNOCHENRANDZONE,TUMOR OSTEOKLASTEN,! P/32221,! D/90,! A2A1
000119,106988,2-OR-88,PH PRODUKTION,WSH-ZTTZ ABFUELLEN,LOESUNGSMITTEL MITARBEITER,| SCHUTZBEKLEIDUNG,| F7MACK D/88,| A1C3
0001413,122522,2-OR-93,OTRIVIN PH,INSERAT,,OTC,D/92,A2B4
000880,110748,3-DR-90,HEMERAN PH CH OTC,EMULGEL AID 89,,,! D/89,! A2A9
000310,10914B,2-OR-89,PH PRODUKTION,WST SICORTEN PLUS,TUBEN SALBEN ABFUELLEN,,A1C4,
0001992,116669,2-OR-90,ARZT PATIENT,KIND SCHWARZ KINDERARZT,UNTERSUCHUNG FRAU,,AIBI,
000725,110687,2-DR-90,EURAX PH,MANN LACHEN OBERKOERPER,NACKT,,A2A5,
0001894,117951,2-OR-91,PATIENT PH,MANN ZAHN SCHMERZ,ZAHNSCHMERZEN,,A181,
0001639,108432,2-OR-89,PH. FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,TABLETTEN,,D/88,A1A7
0001689,108503,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,UEBRIGE DARREICHUNGSFORMEN,MITARBEITER,D/88,A1A7
000662,110647,2-QR-90,ESTRADERM TTS PH,,FRAU BLUMENSTECKEN,,,A2A5
0001813,117921,2-OR-91,PATIENT PH,FRAU BAUCH SCHMERZ,RAUCHSCHMERZEN,,A1B1,
000998,111535,2-08-90,RENGASIL PH,REITER PFERD STURZ,,P/15323,A2C1,
000361,115067,1-OR-90,SVP,TROCKNUNG SERVIPROFEN,SERVIPROFEN WIRKSUBSTANZ,,AIDZ,
0001743,108527,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,NEUARTIGE DARREICHUNGSFORME,MITARBEITER,D/B8,A1A7
000621,117323,3-OR-90,CORAGINE-PH,THROMBOSE ARTERIE,DURCHMESSER,S/SCHEIDEGGER P/34196,B/90,A2A3
000169,107016,2-OR-88,PH PRODUKTION,WSH-2112,ROEHR EN,! F/MACK,! D/88,! A1C3
0001355,111277,2-DR-90,OTRIVIN PH,FRAU MANN SCHWARZ KLEID,TASCHENTUCH GELB JEANS-HEMD,,,A284
0001851,114948,1-OR-90,PATIENT PH,FRAU ALT ROLLSTUHL PFLEGER,JEANSJACKE PARK BANK,,AIB1,
000125,109160,2-OR-89,PH PRODUKTION,WSH-2112,ROEHREN KESSEL,! F/MACK,! D/88,! A1C3
0001621,108436,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,TABLETTEN MITARBEITER,Feste DANIGICOMINGSPRUNGEN,D/88,A1A7
000739,110674,3-OR-90,EURAX PHI,SAUDI ARABIEN,DETAILING AID 1988,! PACKUNG TUBE,! D/88,! A2A5
000603,110598,3-DR-90,CIRALGIN PH,FRAU MANN SCHWARI SCHMERZ,HAND KOPF,,AZA3,
000711,116633,3-OR-90,ESTRADERM_TTS PH,BROSCHUERE,PACKUNG ENGLISCH,,A2A5,
000108,106991,2-DR-88,PH PRODUKTION,WSH-2112,MITARBEITER,F/MACK,D/88,A1C3
0001441,111390,3-DU-90,OTRIVIN OTRINOL PH CH OTC,PACKUNGEN GAMME,,I,I D/89,I A2B4
000132,107027,2-OR-88,PH PRODUKTION,WSH-2112,ROEHRN,F/MACK,D/BB,A1C3
0001618,108369,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,MITARBEITER,D/8B,A1A7
000757,117348,3-DR-90,FORADIL PH,LUNGENFLUEGEL,,! Q/NDF DARF NICHT VERWENDET,WERDEN,A2A6
0001692,108521,Z-DR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,UEBRIGE DARREICHUNGSFORMEN,D/88,A1A7,
000845,113096,3-DR-90,HEMERVEN EMULGEL PH CH OTC,TUBE 100a,,D/90,A2A8,
000605,110601,3-GR-90,CIBALGIN PH,PACKUNGEN TABLETTEN,SAUDI ARABIEN,,A2A3,
0001613,108424,2-DR-89,PH. FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,DRAGEE,,D/88,A1A7
000126,106986,2-OR-88,PH PRODUKTION,WSH-2112 UMWELTSCHUTZ,ABLUFT NASSWAESCHER,F/MACK,D/88,A1C3
0001418,116621,3-DU-90,OTRIVIN PH CH OTC,SCHAUFENSTER,,S/TARGA P/34480,D/90 91,A2B4
0001201,111073,2-OR-90,NICOTINELL ITS PH,POSTMANN ZIGARETTE WERFEN,VELO WIESE,P/32789,D/89,A283
0001247,111135,2-DR-90,NITRODERM TTS PH,OBERKOERPER MANN PFLASTER,,,,A2B3
000953,117310,2-OR-90,LOCACORTEN PH,LOCASALEN DERMATOLOGIE,AUSSCHLAG KNIE NACHHER,,AZB1,
0001218,118288,3-OR-91,NICOTINELL TTS PH,ZIGARETTE,,,A2B3,
0001554,108406,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,,D/88,A1A7
000901,110759,3-DR-90,HEMERAN PH CH OTC,PUBLIKUMSBROSCHUERE STELLER,,,D/89,A2AB
000391,115116,3-OR-90,SVP,SERVIPEN-G AMPULLE KAPSELN,TABLETTEN DRAGEES,,A103,
0001846,114980,2-OR-90,ARZT. PATIENT + SWJET PH,ARM PATIENT SPRITZE,KRANKENSCHWESTE,|,| A181,|
000212,117387,1-DR-90,SVP PRODUKTION SWISS,QUALITY PHARMACEUTICALS,WST QUALITAETSKONTROLLE,MITARBEITER ANALYSE,P/32847 D/90,A1C4
0001182,113216,2-DR-90,NITRODERM TTS PH,SAUDI ARABIEN,REISENDE MANN FRAU,P/42122,D/90,AZB3
0001506,108457,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,,D/88,A1A7,
000607,110602,3-OR-90,CIBALGIN PH,SELF MEDICATION SAUDI,ARABIEN DOKUMENTATIDIN,D/87 88,A2A3,
0001681,108494,2-OR-99,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,UEBRIGE DARREICHUNGSFORMEN,,D/8B,A1A7
000997,111529,2-OR-90,RENGASIL PH,MANN GARTEN STUHL SITZEN,LESEN,,,A201
0001106,111618,3-OR-90,LUDIOMIL PH,TABLETTEN ROSA GELB,,P/34347,D/90,A2B1
000881,110746,3-DU-90,HEMERAN PH CH OTC,MUSTER EMULGEL 89,,,D/89,AZAB
0001644,108470,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,STERILE DARREICHUNGSFORMEN,MITARBEITERIN,D/BB,A1A7
0001316,112259,2-OR-90,OTRINDL PH,MANN AUTOFAHREN AUTO WEISS,,P/42101 S/SCHEIDEGGER,D/90,A2B4
0001505,108446,2-DR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,MITARBEITER,,D/89,A1A7
0001400,111369,3-DR-90,OTRIVIN PH,NASENTROPFEN ROT 10 ML,ERWACHSENE PACKUNGEN,,A2B4,
0001907,114998,Z-DR-90,ARZT. PATIENT + SUJET PH,ARM PATIENTIN ARZT SPRITZE,,,A1B1,
000259,115165,1-OR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,,!,! A1C4,
0009,11501B,2-OR-90,ARZT + PATIENT PH,FRAU ALT SPITAL BETT,KRANKENSCHWESTER BEGRUESSEN,,,A1B1
000889,110761,3-DU-90,HEMERAN PH CH DTC,PACKUNGEN VK-STELLER,,AZAB,,
000400,117384,3-DU-90,SVP SWISS QUALITY PHARMAC.,GAMME BRAUSETABLETTEN SIRUP,AMPULLE KAPSEL TABLETTEN,SERVIQUIN 50 SERVICILLIN,SERVIDRAT P/32847,AIDS
0001285,111244,3-OR-90,NITRODERM TTS PH,PFLASTER MESSBAND,,,A2B3,
0001057,110964,3-DR-90,LOPRESOR PH,TABLETTEN HALBIERT,DARREICHUNGSFORM M,AZB1,,
0001626,108379,2-QR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,TABLETTEN,D/88,A1A7
000923,110900,3-OR-90,LAMPREW PH,PORTRAIT,MANN HAARE SCHWARZ,,AZ81,
000363,115066,1-DR-90,SVP,PRODUKTION TROCKNUNG,SERVIPROFEN MITARBEITER,,A1D2,
000342,115080,1-DR-90,SVP,PRODUKTION VERPACKUNG,MASCHINE MITARBEITERIN,,,A102
000274,115195,1-DR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,ROHSTOFFE,,A1C4,
000617,110610,3-DR-90,CIBALGIN GAMME PH CH OTC,PACKUNGEN PFEIL,,,A2A3,
0001762,108532,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,NEUARTIGE DARREICHUNGSFORME,,D/88,A1A7
000376,115091,1-0R-90,SVP,PRODUKTION VERSAND,MITARBEITER FLIESBAND,,A1DZ,
000484,110490,7-DR-90,AMBILHAR PH,SCHNECKE,,,A7A1,
000223,115146,1-DR-90,PH PRODUKTION,WST ABFUELLEN FLASCHEN,,AIC4,,
00019,117492,3-0R-90,MEDIZIN PH,KRANKHEITSBILDER HYPERTONIE,NIERE GESUND,MAGAZIN 4/90 P/23004 S.24,D/90,A182
0001289,111246,3-OR-90,NITRODERM TTS PH,PFLASTER MESSBAND NEUE,EMULSION,,A2B3,
000157,107034,2-DR-88,PK PRODUKTION,#SH-2112,STEUERUNG,F/MACK,D/88,A1C3
000453,115110,3-DU-90,SVP,SERVIMETA 25 BLISTER,,S/VILLIGER,D/89,AIB3
0001365,111295,3-QR-90,OTRIVIN PH,SAUDI ARABIEN 89,DOKUMENTATION,S/BUEHLER,D/89,A284
000455,117131,3-0R-90,SVP,SERVIMETA 30 KAPSELN 25 MG,PACKUNGEN FRANZOESISCH,,A1D3,
0001732,108551,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,NEUARTIGE DARREICHUNGSFORME,,D/88,A1A7
000680,1130BB,3-DR-90,ESTRADERM TTS PH,PFLASTER,,D/90,A2A5,
000577,110556,3-DR-90,BRADORAL PH,PACKUNG ENGLISCH,SAUDI ARABIEN,| P/32583 SARE (788),| D/87 DETAILING AID,| A2A2
0001453,111391,3-DU-90,PERISTALIN PH,PACKUNGEN,,!,! D/89,! A2B5
00042,119450,Z-OR-91,PH PRODUKTION,K-376 K-377,,F/HERSBERGER,D/90,A1C1
0001276,111125,2-OR-90,NITRODERM TTS PH,TENNIS MANN,,S/SCHEDEIGGER,A2B3,
0001163,111065,3-DR-90,MONASPOR PH,PACKUNGEN IV IM 0.5G 1G 2G,GAME,,A2B2,
0001345,111874,2-OR-90,OTRIVIN PH,FRAU LACHEN PORTRAIT,SAUDI ARABIEN,! P/42102,! D/90,! A284
000198,115151,1-DR-90,PH PRODUKTION,WST ABFUELLEN FLASCHEN,,,A1C4,
0001291,111250,3-QR-90,NITRODERM TTS PH,PFLASTER,,,A2B3,
000556,117597,3-OR-91,BRADDORAL PH,PACKUNGEN 0.5 AEGYPTEN,AEGYPTISCH 20 PASTILLEN,P/42218,D/91,A2A2
00051,108697,2-OR-89,PH PRODUKTION K-641,LOESUNGSMITTEL DISTILLATION,ROEHRER ROHRBRUECKEN,! F/HAEFLIGER,! D/87,! AICI
000128,107017,2-OR-88,PH PRODUKTION,WSH-2112,ROEHRN,F/MACK,D/88,A1C3
00098,109250,2-OR-89,RH PRODUKTION K-640,RESSELIAD,ROEHREN,E/HAEFLIGER,D/87,AICI
0001338,111594,1-OR-90,OTRINDL PH,NACHT STRASSE AUTOFAHREN,SICHT VERSCHWONNEN,P/42101 Q/N,D/88 S/SCHEIDEGGER,A284
000827,113071,3-DR-90,GLYVENOL PH,PACKUNG KAPSELN 400MG,FRANZOESISCH,D/90,A2A7,
000720,110671,Z-DU-90,EURAX PH,RUECKEN KRATZEN HAND,,,A2A5,
000215,115179,1-QR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,MITARBEITERIN,,A1C4,
00089,108688,2-OR-89,RH PRODUKTION K-640,ENERGIE BATTERIE ANLAGE,,F/HAEFLIGER,D/87,AICI
000737,110685,3-DR-90,EURAX PHI,PACKUNG,,,A2A5,
00096,108668,2-OR-89,PH PRODUKTION K-640,KESSEL BLAU,ROEHREN,! F/HAEFLIGER,! D/87,! AICI
0001739,108540,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,NEUARTIGE DARREICHUNGSFORME,,D/88,A1A7
000373,115085,1-OR-90,SVP,PRODUKTION ETIKETTIERUNG,MASCHINE,,A102,
000437,117132,3-DR-90,SVP,SERVICILLIN 500 MG,16 KAPSELN ENGLISCH,,A1D3,
0001186,111096,2-OR-90,NICOTINELL TTS PH,MANN ZIGARETTE RAUCHEN,PORTRAIT,P/32789,D/89,A283
000836,110742,3-DR-90,HALOSPOR PF,MAGNE1RAND MAGNÊTE FARBIG,,,AZAB,
000190,115233,1-OR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,KAPSELN,,A1C4,
000343,115143,2-OR-90,SVP,MITARBEITER,,,A1D3,
0001653,108474,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,STERILE DARREICHUNGSFORMEN,MITARBEITERIN,D/88,A1A7
0001461,111405,1-DR-90,PRELLORAN PH,MAENNER FUSS BALLFELD BALL,SPIEL TOR,,A2B5,
0001032,117344,2-DR-90,LOGROTON PH,TABLETTE AUFLOESUNG,,A2B1,,
